시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일
광진구,11215000304,꼬마숲극동어린이집,가정,폐지,4971,"서울특별시 광진구 아차산로 552 1동103호(광장동, 극동아파트)",02-402-7470,02-402-7470,,4,64,0,4,0,19,0,37.54367762,127.1060086,미운영,2013-02-01,,,2022-02-28,2025-04-24,일반,0,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:44.0
광진구,11215000303,햇살가득어린이집,가정,폐지,5025,서울특별시 광진구 자양로19길 60 1층(자양동),02-457-1600,02-457-1603,,4,93,0,4,0,20,0,37.5383133,127.0802128,미운영,2013-01-15,,,2022-03-16,2025-04-24,일반,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000302,고은아이어린이집,가정,정상,5087,서울특별시 광진구 능동로3길 53 1동 102호(자양동),02-464-1355,070-7625-1355,,4,57,1,4,8,19,12,37.534225,127.0645182,미운영,2012-12-31,,,,2025-04-24,일반,2,1,1,1,0,0,5,0,0,10,3,3,4,0,0,0,2,0,0,12,20,20,0,20,40,1,4,0,0,0,0,0,2,0,8,14:44.0
광진구,11215000301,극동예랑어린이집,가정,정상,4971,"서울특별시 광진구 아차산로 552 6동 109호(광장동, 극동아파트)",02-454-1140,,,4,83,0,4,7,19,14,37.54367762,127.1060086,미운영,2012-12-21,,,,2025-04-24,일반,2,1,1,1,0,0,1,0,0,6,2,4,6,0,0,0,2,0,0,14,33,17,0,0,50,1,5,0,0,0,0,0,0,0,7,14:44.0
광진구,11215000299,야호어린이집,가정,폐지,4971,"서울특별시 광진구 아차산로 552 11동 101호(광장동, 극동아파트)",02-455-5500,02-455-5500,,4,66,0,4,0,19,0,37.54367762,127.1060086,미운영,2012-12-21,,,2023-02-28,2025-04-24,일반,1,1,2,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000300,신사임당어린이집,민간,폐지,5043,서울특별시 광진구 아차산로53길 53 (구의1동 257-15),02-447-3007,02-447-3009,,4,61,0,6,0,22,0,37.53959619,127.0856226,미운영,2012-12-20,,,2021-06-15,2025-04-24,야간연장형,5,2,1,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000298,우리티움아이어린이집,민간,폐지,5036,서울특별시 광진구 구의로4길 21 (구의동),02-455-6169,,,6,182,1,8,0,56,0,37.54015458,127.0908372,미운영,2012-11-30,,,2020-02-29,2025-04-24,일반,0,2,3,0,0,0,6,1,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000296,키즈어린이집,가정,폐지,5090,서울특별시 광진구 뚝섬로34길 25-19 현대10차아파트 1003동 101호(자양동),02-6071-4030,,,4,51,0,3,0,19,0,37.53440197,127.0703021,미운영,2012-11-16,,,2018-01-01,2025-04-24,일반,1,3,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000297,다음세대어린이집,민간,폐지,5024,서울특별시 광진구 자양로 179 (구의동 254-86),02-446-8778,,,4,136,0,5,0,49,0,37.54373799,127.0844278,운영,2012-11-16,,,2020-07-02,2025-04-24,일반,0,0,2,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:44.0
광진구,11215000294,유정인어린이집,가정,폐지,4975,서울특별시 광진구 자양로42길 20-6 (실제주소)자양로42길 20-10 101호,02-452-0804,02-452-0804,,3,53,0,4,0,13,0,37.54877517,127.0909697,미운영,2012-10-24,,,2020-07-02,2025-04-24,일반,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000295,리틀곤지곤지어린이집,가정,폐지,4947,서울특별시 광진구 긴고랑로46나길 4,02-3437-6086,,,3,58,0,0,0,16,0,37.55994396,127.0954558,미운영,2012-10-23,,,2020-07-02,2025-04-24,일반,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000292,광진티움아이어린이집,민간,폐지,5049,서울특별시 광진구 구의강변로3길 7-6,02-446-1279,,,4,114,0,5,0,37,0,37.53557358,127.0912978,미운영,2012-10-08,,,2021-07-31,2025-04-24,일반,3,2,3,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:44.0
광진구,11215000293,꼬마숲청구어린이집,가정,폐지,4984,"서울특별시 광진구 아차산로 503-23 104동 113호(광장동, 청구아파트)",02-447-4191,02-447-4192,http://www.littleforest.co.kr/home/Gwangjang/menu3_1_list_class_1.asp,3,72,0,5,0,19,0,37.54248877,127.0647741,미운영,2012-10-05,,,2020-07-02,2025-04-24,일반,1,1,2,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:44.0
광진구,11215000291,큰빛어린이집,가정,폐지,4955,"서울특별시 광진구 자양로 323 나동 101동(구의동, 궁전빌라)",02-444-7779,070-8118-9507,,4,81,0,4,0,18,0,37.55430155,127.0936969,미운영,2012-08-28,,,2023-03-01,2025-04-24,일반,2,1,1,1,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000290,아이비키즈어린이집,민간,정상,5070,"서울특별시 광진구 뚝섬로35길 14 (자양동, 한라아파트,  상가 B동 101호",02-446-1260,02-2201-1262,http://club.cyworld.com/iokkids,5,105,1,6,12,31,31,37.53511887,127.070796,미운영,2012-08-20,,,,2025-04-24,일반,3,2,2,0,0,0,0,0,0,7,9,10,12,0,0,0,0,0,0,31,30,20,20,0,30,1,10,0,0,0,0,0,0,0,12,14:45.0
광진구,11215000289,하늘숲어린이집,민간,폐지,4927,서울특별시 광진구 능동로 352 1층(중곡동),02-2201-1183,02-2201-1183,,4,110,0,4,0,25,0,37.56068569,127.0817257,미운영,2012-07-25,,,2018-03-05,2025-04-24,일반,2,1,1,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000288,하늘숲어린이집,민간,폐지,4927,서울특별시 광진구 능동로 352 1층,02-2201-1183,,,4,85,0,0,0,0,0,,,미운영,2012-07-25,,,2012-08-01,2025-04-24,일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000287,사과나무어린이집,가정,폐지,4929,서울특별시 광진구 능동로38길 38 (중곡동),02-453-4795,,,4,91,0,5,0,20,0,37.55691956,127.0817126,미운영,2012-06-28,,,2017-03-29,2025-04-24,일반,1,2,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000286,워커힐행복어린이집,직장,정상,4963,서울특별시 광진구 워커힐로 177 (광장동),02-450-6500,02-450-6502,,6,187,0,13,12,49,20,37.55613966,127.1105167,미운영,2012-06-20,,,,2025-04-24,일반,0,1,2,1,1,1,0,0,0,6,0,2,5,4,5,4,0,0,0,20,56,11,22,0,11,1,9,0,0,0,0,0,1,0,12,14:45.0
광진구,11215000285,건대티움아이어린이집,가정,폐지,5090,"서울특별시 광진구 능동로4길 41 701동 101호(자양동, 자양7차현대홈타운)",02-499-1279,02-467-1279,,3,68,0,0,0,16,0,37.54049609,127.0641795,미운영,2012-06-12,,,2018-02-28,2025-04-24,일반,1,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:44.0
광진구,11215000284,천사어린이집,민간,폐지,5001,서울특별시 광진구 군자로 101 (군자동),02-465-7877,070-8158-7972,,4,85,0,5,0,32,0,37.55230952,127.0712601,미운영,2012-05-25,,,2021-03-31,2025-04-24,휴일보육,0,0,2,1,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000283,행복마루어린이집,가정,폐지,5107,"서울특별시 광진구 뚝섬로56가길 10 301동 105호(자양동, 현대3차아파트)",02-455-0516,02-455-0516,,4,90,0,4,0,20,0,37.52788473,127.083555,미운영,2012-05-23,,,2019-02-28,2025-04-24,일반,1,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000282,아이누리어린이집,가정,정상,5070,"서울특별시 광진구 뚝섬로33길 20 (자양3동, 한라아파트 101동 104호)",02-2201-1260,02-2201-1260,,3,87,0,5,9,20,19,37.53529257,127.0695742,미운영,2012-05-11,,,,2025-04-24,일반,2,1,1,0,0,0,3,0,0,7,6,0,5,0,0,0,8,0,0,19,88,0,13,0,0,1,7,0,0,0,0,0,0,0,9,14:45.0
광진구,11215000281,아기천사어린이집,가정,폐지,5092,"서울특별시 광진구 뚝섬로 576 201동 107호(자양동, 우성2차아파트)",070-7856-6645,,http://cafe.daum.net/babyangel2012,4,80,0,4,0,18,0,37.53303033,127.0738624,미운영,2012-04-30,,,2025-02-28,2025-04-24,일반,2,2,2,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000131,해피i어린이집,가정,정상,5066,"서울특별시 광진구 아차산로36길 35 702-105(자양동,우성7차아파트 )",02-454-1565,02-457-1569,,4,84,1,4,6,19,15,37.53708105,127.0741017,미운영,2011-05-11,,,,2025-04-24,일반,3,3,0,0,0,0,1,0,0,7,9,6,0,0,0,0,0,0,0,15,40,0,20,20,20,1,4,0,0,0,0,0,0,0,6,14:45.0
광진구,11215000080,참빛어린이집,가정,폐지,5088,서울특별시 광진구 뚝섬로22길 89 가동 103호(자양동),02-455-1998,02-455-1998,,3,93,0,0,0,20,0,37.53061674,127.0832729,운영,2011-04-15,,,2020-07-02,2025-04-24,일반,3,2,2,0,0,0,3,1,0,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000199,이삭어린이집,가정,폐지,5094,서울특별시 광진구 뚝섬로40길 63-10 (자양동),02-453-5359,02-499-5359,,5,124,0,6,0,20,0,37.53105146,127.0719562,미운영,2011-03-31,,,2025-02-28,2025-04-24,야간연장형,1,1,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000082,키즈팜어린이집,민간,폐지,5062,서울특별시 광진구 뚝섬로47길 33 (자양동),02-453-8030,02-453-0567,,4,130,0,5,0,30,0,37.53391,127.0787,미운영,2011-03-31,,,2024-11-09,2025-04-24,"일반,시간제보육",6,4,2,0,0,0,9,2,0,23,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000099,아이사랑어린이집,가정,폐지,5102,서울특별시 광진구 자양로3길 60 (자양동),02-2201-5151,02-2201-5151,,4,85,0,4,0,18,0,37.529705,127.08326,미운영,2011-03-25,,,2024-02-29,2025-04-24,일반,2,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000006,상상놀이터어린이집,가정,정상,5112,서울특별시 광진구 자양로6길 9 (자양동),02-6406-4947,02-446-4947,,4,106,0,4,5,19,5,37.53208578,127.0864459,미운영,2011-03-03,,,,2025-04-24,일반,1,0,1,1,0,0,6,0,0,9,2,0,0,0,0,0,3,0,0,5,25,0,0,25,50,1,3,0,0,0,0,0,0,0,5,14:45.0
광진구,11215000280,휴먼시아어린이집,가정,폐지,4981,"서울특별시 광진구 천호대로 716 102동 102호(구의동,휴먼시아 아파트)",02-456-9709,02-446-9709,,3,92,0,5,0,20,0,37.54717727,127.0899414,미운영,2011-01-31,,,2017-02-28,2025-04-24,일반,0,0,1,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000193,이정아어린이집,민간,폐지,5093,서울특별시 광진구 자양번영로 17 (자양동),02-458-5999,02-458-9993,,4,92,0,0,0,24,0,37.53247563,127.0843656,미운영,2010-09-13,,,2013-03-18,2025-04-24,일반,2,2,1,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000156,사랑해어린이집,민간,폐지,5108,서울특별시 광진구 뚝섬로52마길 66 (자양동),02-452-1198,,,4,128,1,6,0,30,0,37.52857186,127.0820439,미운영,2010-05-04,,,2022-08-31,2025-04-24,일반,0,1,2,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000145,영재어린이집,가정,폐지,4952,서울특별시 광진구 천호대로129길 27 (중곡동),02-455-5117,02-455-5116,,4,77,1,0,0,20,0,37.55305665,127.0909974,미운영,2009-09-11,,,2020-07-02,2025-04-24,일반,1,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000233,향기나무어린이집,가정,정상,4971,서울특별시 광진구 아차산로 552 (광장동) 극동아파트 6동 105호,02-3436-3995,02-6925-3994,,4,68,2,4,7,20,14,37.54672856,127.1037451,미운영,2008-08-01,,,,2025-04-24,일반,2,1,1,0,0,0,2,0,0,6,3,3,4,0,0,0,4,0,0,14,17,17,17,17,33,1,5,0,0,0,0,0,0,0,7,14:45.0
광진구,11215000228,은혜어린이집,민간,폐지,5094,서울특별시 광진구 뚝섬로40길 63-10 (자양동),02-458-7232,02-458-7232,,4,139,0,6,0,32,0,37.531044,127.07194,미운영,2007-12-27,,,2018-07-10,2025-04-24,일반,0,2,1,1,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000224,푸른숲어린이집,민간,폐지,4910,서울특별시 광진구 긴고랑로11길 23 (중곡동),02-3409-2999,02-467-2999,,4,140,0,4,0,28,0,37.56432206,127.0817568,미운영,2007-06-15,,,2020-03-10,2025-04-24,야간연장형,2,2,1,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000222,선린어린이집,민간,폐지,5063,서울특별시 광진구 뚝섬로43길 14 (자양동),02-447-8093,02-447-8096,cafe.daum.net/selinbgh,9,274,1,16,0,60,0,37.53337,127.07692,미운영,2007-04-23,,,2022-03-16,2025-04-24,"장애아통합,방과후통합,야간연장형",0,1,2,1,1,1,1,1,5,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000221,성산 어린이집,민간,폐지,4983,서울특별시 광진구 아차산로69길 32 광장동 413동 20호(광장동),02-456-0157,02-458-7124,,2,102,4,0,0,39,0,37.54342435,127.0987347,운영,2007-04-23,,,2012-12-21,2025-04-24,일반,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000220,나섬어린이집,가정,정상,4966,"서울특별시 광진구 광장로1나길 4 107호(광장동, 동부빌라)",02-6497-0033,02-444-0204,nasom.or.kr,4,80,0,3,4,20,11,37.54866467,127.1028334,미운영,2007-04-02,,,,2025-04-24,"야간연장형,24시간",0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,9,0,11,0,33,0,0,67,1,2,0,0,0,0,0,0,0,4,14:44.0
광진구,11215000218,푸른산어린이집,민간,폐지,4995,서울특별시 광진구 면목로5길 54 (군자동),02-463-1148,02-466-1248,https://cafe.naver.com/gmloveu,4,143,1,5,0,34,0,37.55623318,127.0730247,미운영,2007-04-01,,,2020-03-26,2025-04-24,일반,2,0,1,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000217,다예린어린이집,민간,정상,4967,서울특별시 광진구 광장로 65 (광장동),02-455-2366,02-455-2366,http://cafe.daum.net/다예린어린이집,4,154,1,6,10,35,35,37.54753175,127.1043075,운영,2007-04-01,,,,2025-04-24,일반,2,2,2,1,0,0,0,1,0,8,3,10,14,0,0,0,0,8,0,35,38,13,0,25,25,1,8,0,0,0,0,0,0,0,10,14:44.0
광진구,11215000216,돌고래어린이집,가정,폐지,5086,"서울특별시 광진구 능동로 19 101동 103호(자양동, 한강현대아파트)",02-467-4720,,,3,83,0,4,0,19,0,37.5332631,127.0667412,미운영,2007-04-01,,,2019-02-28,2025-04-24,일반,0,1,1,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:44.0
광진구,11215000215,해피용마어린이집,민간,폐지,4942,서울특별시 광진구 용마산로12길 5 (중곡동),02-453-7938,02-453-7939,,7,341,3,16,0,80,0,37.5609553,127.0878152,운영,2007-04-01,,,2023-03-02,2025-04-24,야간연장형,0,0,2,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000211,꼬마뜰어린이집,가정,폐지,4949,서울특별시 광진구 자양로53길 110 101호(중곡동),02-444-3149,,,3,84,1,0,0,20,0,37.55716283,127.0893137,미운영,2007-02-21,,,2020-07-02,2025-04-24,일반,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:44.0
광진구,11215000210,대공원어린이집,가정,재개,4986,서울특별시 광진구 천호대로116길 22-12 (능동),02-455-3595,02-455-3595,,3,56,1,4,4,18,6,37.55280432,127.0832247,미운영,2007-02-01,,,,2025-04-24,일반,1,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,3,0,0,6,100,0,0,0,0,1,2,0,0,0,0,0,0,0,4,14:44.0
광진구,11215000212,새벽어린이집,민간,폐지,4947,서울특별시 광진구 영화사로 53 (중곡동),02-458-5279,--,,3,74,0,5,0,21,0,37.55569357,127.0925488,미운영,2007-01-31,,,2024-02-01,2025-04-24,일반,0,1,2,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000184,늘평화어린이집,민간,정상,4908,서울특별시 광진구 능동로51길 17 (중곡동),02-499-7758,02-499-7759,다음카페,8,511,1,16,16,94,65,37.565952,127.083145,미운영,2007-01-31,,,,2025-04-24,일반,2,3,2,1,1,1,1,0,0,11,3,12,12,14,12,11,1,0,0,65,15,23,23,31,8,1,13,0,0,0,0,0,1,0,16,14:44.0
광진구,11215000209,진아어린이집,민간,폐지,5053,서울특별시 광진구 자양번영로10길 3 (자양동),02-455-2229,02-458-9222,,5,169,0,0,0,39,0,37.53629,127.07683,운영,2006-11-10,,,2013-12-31,2025-04-24,야간연장형,2,1,3,1,0,0,6,3,0,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000213,구의사랑어린이집,가정,폐지,4956,서울특별시 광진구 자양로50가길 12-3 (구의동),02-456-7339,02-455-7339,,5,64,0,3,0,14,0,37.55246708,127.0937625,미운영,2006-11-10,,,2019-02-28,2025-04-24,일반,5,1,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:44.0
광진구,11215000208,광장사임당어린이집,가정,폐지,4983,"서울특별시 광진구 아차산로 549 1003동 101호(광장동, 현대파크빌)",02-458-7393,02-458-7393,http://cafe.naver.com/gjsaimdang1,3,86,0,4,0,20,0,37.54387933,127.1019806,미운영,2006-10-10,,,2019-05-31,2025-04-24,일반,0,2,1,1,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:44.0
광진구,11215000207,아랑어린이집,가정,폐지,5098,서울특별시 광진구 뚝섬로46길 53 (자양동),02-3437-3999,02-3437-3999,,3,68,1,0,0,16,0,37.53061674,127.0832729,미운영,2006-07-31,,,2013-11-19,2025-04-24,일반,1,1,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000103,꿈동산어린이집,가정,폐지,4996,"서울특별시 광진구 면목로4길 3 101호(군자동, 동산골든빌라)",02-462-0363,02-462-0363,,3,69,0,0,0,18,0,37.55582045,127.0760664,미운영,2006-07-13,,,2025-02-28,2025-04-24,일반,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:44.0
광진구,11215000020,아띠어린이집,가정,폐지,5118,"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트 213동 102호)",02-454-7911,02-454-7933,,3,84,0,4,0,19,0,37.53745566,127.0949072,미운영,2006-04-11,,,2018-08-31,2025-04-24,일반,2,2,2,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000040,서울서광어린이집,민간,폐지,4975,서울특별시 광진구 자양로 238 (구의2동),02-452-7929,02-3436-7929,,4,176,0,5,0,49,0,37.54771739,127.0885739,미운영,2006-03-14,,,2020-02-29,2025-04-24,야간연장형,0,3,4,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000045,엄마사랑어린이집,민간,정상,4904,서울특별시 광진구 면목로 164 (중곡동),02-452-0804,02-467-0804,,4,115,2,4,7,29,7,37.567726,127.08243,미운영,2006-03-06,,,,2025-04-24,"야간연장형,시간제보육",3,2,1,0,0,0,2,0,0,8,2,3,0,0,0,0,2,0,0,7,40,0,20,40,0,1,4,0,0,0,0,0,1,0,7,14:45.0
광진구,11215000015,푸르내어린이집,민간,정상,4945,서울특별시 광진구 긴고랑로36길 15 (중곡동),02-3436-3488,02-3436-3487,,6,261,1,12,13,74,43,37.55834838,127.0895189,운영,2006-03-02,,,,2025-04-24,야간연장형,2,1,1,1,1,1,0,0,0,7,5,3,5,10,13,7,0,0,0,43,44,22,22,0,11,1,9,0,0,0,0,0,1,0,13,14:45.0
광진구,11215000044,에바다어린이집,가정,폐지,4947,서울특별시 광진구 긴고랑로44길 34 (중곡동),02-444-9886,02-444-9886,,3,102,0,0,0,20,0,37.55994396,127.0954558,운영,2006-02-23,,,2017-03-09,2025-04-24,일반,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000147,수정어린이집,민간,폐지,4995,서울특별시 광진구 천호대로102길 41 (군자동),02-466-4807,02-466-4807,suj4807@daum.net,5,162,1,6,0,37,0,37.55719517,127.0734693,미운영,2006-02-23,,,2023-02-28,2025-04-24,일반,1,1,4,0,0,0,5,2,0,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000088,샘물어린이집,가정,폐지,5105,서울특별시 광진구 뚝섬로58길 56 (자양동),02-3437-7737,02-3437-7737,,3,54,0,4,0,20,0,37.53076,127.08318,미운영,2006-02-06,,,2020-10-01,2025-04-24,일반,3,1,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000078,산위의마을어린이집,민간,정상,4926,서울특별시 광진구 용마산로7길 39 (중곡동),02-457-8953,02-457-8951,,3,144,1,6,6,33,15,37.55948,127.08544,미운영,2006-02-06,,,,2025-04-24,"일반,시간제보육",1,1,1,0,0,1,3,1,0,8,0,0,0,0,0,0,4,11,0,15,25,50,0,0,25,1,4,0,0,0,0,0,0,0,6,14:45.0
광진구,11215000137,동원어린이집,민간,폐지,5038,서울특별시 광진구 자양로 180-1 (구의동),02-455-7717,02-455-9270,dldhrghks51@naver.com,3,197,0,3,0,40,0,37.54364751,127.0849709,미운영,2006-02-01,,,2017-03-10,2025-04-24,방과후 전담,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:44.0
광진구,11215000120,구립 상명어린이집,국공립,정상,4902,서울특별시 광진구 동일로80길 30 (중곡동),02-464-5984,02-497-5984,,5,346,2,7,12,65,45,37.56993,127.08142,미운영,2005-12-31,,,,2025-04-24,야간연장형,2,1,2,1,0,0,1,1,0,8,3,4,9,13,0,0,3,13,0,45,22,22,56,0,0,1,9,0,0,0,0,0,1,0,12,14:44.0
광진구,11215000227,새롬어린이집,가정,폐지,5117,"서울특별시 광진구 구의강변로 94 601동 105호(구의동, 구의현대6단지아파트)",02-2201-3037,02-2201-3037,,4,84,1,4,0,19,0,37.53814029,127.0950664,미운영,2005-12-30,,,2023-07-24,2025-04-24,일반,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000048,예나어린이집,가정,폐지,4946,서울특별시 광진구 영화사로5길 15 (중곡동),02-457-5139,02-457-5135,,4,85,2,4,0,20,0,37.55697357,127.0917762,미운영,2005-06-01,,,2021-02-28,2025-04-24,일반,1,2,1,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000003,착한어린이집,민간,폐지,5100,서울특별시 광진구 뚝섬로52다길 17 (자양동),02-453-3072,02-453-3072,,5,109,1,9,0,39,0,37.530254,127.079926,미운영,2005-05-10,,,2024-08-19,2025-04-24,야간연장형,1,1,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000181,새봄어린이집,민간,폐지,5010,서울특별시 광진구 군자로 28 (화양동),02-464-3107,02-464-3108,,4,181,0,4,0,37,0,37.54580102,127.0708331,운영,2005-04-11,,,2018-04-11,2025-04-24,일반,1,2,1,0,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
광진구,11215000187,예랑어린이집,민간,정상,4955,서울특별시 광진구 자양로51길 11-12 (구의동),02-447-1477,02-447-1748,http://cafe.naver.com/loveyerang,5,187,0,6,13,49,39,37.55332591,127.0923603,미운영,2005-04-01,,,,2025-04-24,일반,0,3,3,1,0,0,8,2,0,17,0,7,4,9,0,0,9,10,0,39,82,0,18,0,0,1,11,0,0,0,0,0,1,0,13,14:45.0
광진구,11215000201,하늘땅별땅어린이집,민간,폐지,4995,서울특별시 광진구 동일로56길 15 (군자동),02-498-3062,02-464-8188,,6,267,0,8,0,47,0,37.55585604,127.0736763,미운영,2005-03-07,,,2019-02-28,2025-04-24,"야간연장형,24시간",2,2,1,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14:45.0
